title;author;publisher;isbn;barcode;category;year;language;pages;shelf;copies;status;keywords;description
Ateşi Yakanlar;Faik Baysal;;;EBS-KTP-0692;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ayın Ucunda;Faik Baysal;;;EBS-KTP-0693;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Drina’da Son Gün;Faik Baysal;;;EBS-KTP-0694;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Elleri Sesinin Rengindeydi;Faik Baysal;;;EBS-KTP-0695;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Güller Kanıyordu;Faik Baysal;;;EBS-KTP-0696;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ilgaz Teyze Öldü;Faik Baysal;;;EBS-KTP-0697;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İlk Defa;Faik Baysal;;;EBS-KTP-0698;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kırmızı Sardunya;Faik Baysal;;;EBS-KTP-0699;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Madam Bambu;Faik Baysal;;;EBS-KTP-0700;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Militan;Faik Baysal;;;EBS-KTP-0701;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Nuni;Faik Baysal;;;EBS-KTP-0702;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Perşembe Adası;Faik Baysal;;;EBS-KTP-0703;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Rezil Dünya;Faik Baysal;;;EBS-KTP-0704;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sancı Meydanı;Faik Baysal;;;EBS-KTP-0705;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sarduvan;Faik Baysal;;;EBS-KTP-0706;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Terlikler;Faik Baysal;;;EBS-KTP-0707;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Tota;Faik Baysal;;;EBS-KTP-0708;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Voli;Faik Baysal;;;EBS-KTP-0709;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Amerikan Sargısı;Fakir Baykurt;;;EBS-KTP-0710;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Anadolu Garajı;Fakir Baykurt;;;EBS-KTP-0711;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Barış Çöreği;Fakir Baykurt;;;EBS-KTP-0712;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Uzun Yol;Fakir Baykurt;;;EBS-KTP-0713;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bizim İnce Kızlar;Fakir Baykurt;;;EBS-KTP-0714;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Can Parası;Fakir Baykurt;;;EBS-KTP-0715;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Cüce Muhammet;Fakir Baykurt;;;EBS-KTP-0716;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dikenli Tel;Fakir Baykurt;;;EBS-KTP-0717;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Duirsbug Treni;Fakir Baykurt;;;EBS-KTP-0718;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dünya Güzeli;Fakir Baykurt;;;EBS-KTP-0719;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Efendilik Savaşı;Fakir Baykurt;;;EBS-KTP-0720;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Efkar Tepesi;Fakir Baykurt;;;EBS-KTP-0721;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gece Vardiyası;Fakir Baykurt;;;EBS-KTP-0722;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Irazcanın Dirliği;Fakir Baykurt;;;EBS-KTP-0723;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İçerdeki Oğul;Fakir Baykurt;;;EBS-KTP-0724;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kale Kale;Fakir Baykurt;;;EBS-KTP-0725;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kara Ahmet Destanı;Fakir Baykurt;;;EBS-KTP-0726;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Karın Ağrısı;Fakir Baykurt;;;EBS-KTP-0727;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Koca Ren;Fakir Baykurt;;;EBS-KTP-0728;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Köygöçüren;Fakir Baykurt;;;EBS-KTP-0729;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
On Binlerce Kağnı;Fakir Baykurt;;;EBS-KTP-0730;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Onuncu Köy;Fakir Baykurt;;;EBS-KTP-0731;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Saka Kuşları;Fakir Baykurt;;;EBS-KTP-0732;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sakarca;Fakir Baykurt;;;EBS-KTP-0733;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sarı Köpek;Fakir Baykurt;;;EBS-KTP-0734;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sınırdaki Ölü;Fakir Baykurt;;;EBS-KTP-0735;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Topal Arkadaş;Fakir Baykurt;;;EBS-KTP-0736;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Tırpan;Fakir Baykurt;;;EBS-KTP-0737;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yandım Ali;Fakir Baykurt;;;EBS-KTP-0738;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yarım Ekmek;Fakir Baykurt;;;EBS-KTP-0739;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yayla;Fakir Baykurt;;;EBS-KTP-0740;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yüksek Fırınlar;Fakir Baykurt;;;EBS-KTP-0741;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yılanların Öcü;Fakir Baykurt;;;EBS-KTP-0742;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çilli;Fakir Baykurt;;;EBS-KTP-0743;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şamaroğlanları;Fakir Baykurt;;;EBS-KTP-0744;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ah Min’el Aşk;Ferit Edgü;;;EBS-KTP-0745;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Av;Ferit Edgü;;;EBS-KTP-0746;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Gemide;Ferit Edgü;;;EBS-KTP-0747;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Birnbir Gece;Ferit Edgü;;;EBS-KTP-0748;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bozgun;Ferit Edgü;;;EBS-KTP-0749;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Eylülün Gölgesinde Bir Yazdı;Ferit Edgü;;;EBS-KTP-0750;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kaçkınlar;Ferit Edgü;;;EBS-KTP-0751;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kimse;Ferit Edgü;;;EBS-KTP-0752;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
O;Ferit Edgü;;;EBS-KTP-0753;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yazmak Eylemi;Ferit Edgü;;;EBS-KTP-0754;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çığlık;Ferit Edgü;;;EBS-KTP-0755;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şimdi Saat Kaç;Ferit Edgü;;;EBS-KTP-0756;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
47’liler;Füruzan;;;EBS-KTP-0757;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Balkan Yolcusu;Füruzan;;;EBS-KTP-0758;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Benim Sinemalarım;Füruzan;;;EBS-KTP-0759;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Berlin’in Nar Çiçeği;Füruzan;;;EBS-KTP-0760;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ev Sahipleri;Füruzan;;;EBS-KTP-0761;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gecenin Öteki Yüzü;Füruzan;;;EBS-KTP-0762;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gül Mevsimidir;Füruzan;;;EBS-KTP-0763;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İşte Bizim Rumeli;Füruzan;;;EBS-KTP-0764;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kuşatma;Füruzan;;;EBS-KTP-0765;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kırk Yediler;Füruzan;;;EBS-KTP-0766;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Lodoslar Kenti;Füruzan;;;EBS-KTP-0767;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Parasız Yatılı;Füruzan;;;EBS-KTP-0768;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Redife’ye Güzelleme;Füruzan;;;EBS-KTP-0769;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yeni Konuklar;Füruzan;;;EBS-KTP-0770;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Akile Hanım Sokağı;H. Edip Adıvar;;;EBS-KTP-0771;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ateşten Gömlek;H. Edip Adıvar;;;EBS-KTP-0772;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dağa Çıkan Kurt;H. Edip Adıvar;;;EBS-KTP-0773;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Döner Ayna;H. Edip Adıvar;;;EBS-KTP-0774;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Handan;H. Edip Adıvar;;;EBS-KTP-0775;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Harap Mabetler;H. Edip Adıvar;;;EBS-KTP-0776;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hayat Parçaları;H. Edip Adıvar;;;EBS-KTP-0777;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Heyula;H. Edip Adıvar;;;EBS-KTP-0778;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İzmir’den Bursa’ya;H. Edip Adıvar;;;EBS-KTP-0779;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kalp Ağrısı;H. Edip Adıvar;;;EBS-KTP-0780;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kenan Çobanları;H. Edip Adıvar;;;EBS-KTP-0781;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kerim Ustanın Oğlu;H. Edip Adıvar;;;EBS-KTP-0782;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Maske Ve Ruh;H. Edip Adıvar;;;EBS-KTP-0783;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mev’ud Hüküm;H. Edip Adıvar;;;EBS-KTP-0784;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mor Salkımlı Ev;H. Edip Adıvar;;;EBS-KTP-0785;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Refik’in Annesi;H. Edip Adıvar;;;EBS-KTP-0786;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sevda Sokağı Komedyası;H. Edip Adıvar;;;EBS-KTP-0787;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sinekli Bakkal;H. Edip Adıvar;;;EBS-KTP-0788;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sonsuz Panayır;H. Edip Adıvar;;;EBS-KTP-0789;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Tatarcık;H. Edip Adıvar;;;EBS-KTP-0790;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Türk’ün Ateşle İmtihanı;H. Edip Adıvar;;;EBS-KTP-0791;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Vurun Kahpeye;H. Edip Adıvar;;;EBS-KTP-0792;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yeni Turan;H. Edip Adıvar;;;EBS-KTP-0793;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yolpalas Cinayeti;H. Edip Adıvar;;;EBS-KTP-0794;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Zeyno’nun Oğlu;H. Edip Adıvar;;;EBS-KTP-0795;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çaresaz;H. Edip Adıvar;;;EBS-KTP-0796;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Aruza Veda;H. Fahri Ozansoy;;;EBS-KTP-0797;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Aşıklar Yolunun Yolcuları;H. Fahri Ozansoy;;;EBS-KTP-0798;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Baykuş;H. Fahri Ozansoy;;;EBS-KTP-0799;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Dolaptır Dönüyor;H. Fahri Ozansoy;;;EBS-KTP-0800;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bulutlara Yakın;H. Fahri Ozansoy;;;EBS-KTP-0801;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Cenk Duyguları;H. Fahri Ozansoy;;;EBS-KTP-0802;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Edebiyatçılar Geçiyor;H. Fahri Ozansoy;;;EBS-KTP-0803;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Efsaneler;H. Fahri Ozansoy;;;EBS-KTP-0804;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Eski İstanbul Ramazanları;H. Fahri Ozansoy;;;EBS-KTP-0805;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hayalet;H. Fahri Ozansoy;;;EBS-KTP-0806;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İki Yanda;H. Fahri Ozansoy;;;EBS-KTP-0807;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İlk Şair;H. Fahri Ozansoy;;;EBS-KTP-0808;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sonsuz Gecelerin Ötesinde;H. Fahri Ozansoy;;;EBS-KTP-0809;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sulara Giden Köprü;H. Fahri Ozansoy;;;EBS-KTP-0810;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sönen Kandiller;H. Fahri Ozansoy;;;EBS-KTP-0811;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Zakkum;H. Fahri Ozansoy;;;EBS-KTP-0812;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Aydınlık Kapı;H. Nusret Zorlutuna;;;EBS-KTP-0813;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Aşk Ve Zafer;H. Nusret Zorlutuna;;;EBS-KTP-0814;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Beyaz Selvi;H. Nusret Zorlutuna;;;EBS-KTP-0815;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Büyük Anne;H. Nusret Zorlutuna;;;EBS-KTP-0816;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ellerim Bomboş;H. Nusret Zorlutuna;;;EBS-KTP-0817;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Geceden Taşan Dertler;H. Nusret Zorlutuna;;;EBS-KTP-0818;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gülün Babası Kim;H. Nusret Zorlutuna;;;EBS-KTP-0819;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Küller;H. Nusret Zorlutuna;;;EBS-KTP-0820;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sisli Geceler;H. Nusret Zorlutuna;;;EBS-KTP-0821;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yayla Türküsü;H. Nusret Zorlutuna;;;EBS-KTP-0822;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yurdumun Dört Bucağı;H. Nusret Zorlutuna;;;EBS-KTP-0823;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Aşk-ı Memnu;H. Ziya Uşaklıgil;;;EBS-KTP-0824;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Aşka Dair;H. Ziya Uşaklıgil;;;EBS-KTP-0825;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Ölünün Defteri;H. Ziya Uşaklıgil;;;EBS-KTP-0826;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Fare;H. Ziya Uşaklıgil;;;EBS-KTP-0827;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ferdi Ve Şürekası;H. Ziya Uşaklıgil;;;EBS-KTP-0828;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hepsinden Acı;H. Ziya Uşaklıgil;;;EBS-KTP-0829;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İzmir Hatıraları;H. Ziya Uşaklıgil;;;EBS-KTP-0830;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kabus;H. Ziya Uşaklıgil;;;EBS-KTP-0831;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kadın Pençesi;H. Ziya Uşaklıgil;;;EBS-KTP-0832;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kır Yıl;H. Ziya Uşaklıgil;;;EBS-KTP-0833;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kırık Hayatlar;H. Ziya Uşaklıgil;;;EBS-KTP-0834;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mai Ve Siyah;H. Ziya Uşaklıgil;;;EBS-KTP-0835;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mezardan Sesler;H. Ziya Uşaklıgil;;;EBS-KTP-0836;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Nemide;H. Ziya Uşaklıgil;;;EBS-KTP-0837;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Onu Beklerken;H. Ziya Uşaklıgil;;;EBS-KTP-0838;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Saray Ve Ötesi;H. Ziya Uşaklıgil;;;EBS-KTP-0839;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sefile;H. Ziya Uşaklıgil;;;EBS-KTP-0840;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Solgun Demet;H. Ziya Uşaklıgil;;;EBS-KTP-0841;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yazın Tarihi;H. Ziya Uşaklıgil;;;EBS-KTP-0842;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Astronot Niyazi;Haldun Taner;;;EBS-KTP-0843;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ay Işığında Çalışkur;Haldun Taner;;;EBS-KTP-0844;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ayışığında Şamata;Haldun Taner;;;EBS-KTP-0845;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Aşk-U Sevda;Haldun Taner;;;EBS-KTP-0846;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Berlin Mektupları;Haldun Taner;;;EBS-KTP-0847;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bu Şehr-İstanbul Ki;Haldun Taner;;;EBS-KTP-0848;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dev Aynası;Haldun Taner;;;EBS-KTP-0849;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Devekuşuna Mektuplar;Haldun Taner;;;EBS-KTP-0850;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dün Bugün;Haldun Taner;;;EBS-KTP-0851;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Düşsem Yollara;Haldun Taner;;;EBS-KTP-0852;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Eşeğin Gölgesi;Haldun Taner;;;EBS-KTP-0853;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Fazilet Eczanesi;Haldun Taner;;;EBS-KTP-0854;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gözlerimi Kaparım Vazifemi Yaparım;Haldun Taner;;;EBS-KTP-0855;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Günün Adamı;Haldun Taner;;;EBS-KTP-0856;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ha Bu Diyar;Haldun Taner;;;EBS-KTP-0857;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hak Dostum Diye Başlayım Söze;Haldun Taner;;;EBS-KTP-0858;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hayırdır İnşallah;Haldun Taner;;;EBS-KTP-0859;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Keşanlı Ali Destanı;Haldun Taner;;;EBS-KTP-0860;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Koyma Akıl Oyna Akıl;Haldun Taner;;;EBS-KTP-0861;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kızıl Saçlı Amazon;Haldun Taner;;;EBS-KTP-0862;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Lütfen Dokunmayın;Haldun Taner;;;EBS-KTP-0863;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
On İkiye Bir Var;Haldun Taner;;;EBS-KTP-0864;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sancho’nun Sabah Yürüyüşü;Haldun Taner;;;EBS-KTP-0865;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sersem Kocanın Kurnaz Karısı;Haldun Taner;;;EBS-KTP-0866;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Vatan Kurtaran Şaban;Haldun Taner;;;EBS-KTP-0867;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ve Değirmen Dönerdi;Haldun Taner;;;EBS-KTP-0868;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
